Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Medical,Recruiting,Game Expenses and Travel,Coaches Compensation,Athletic Student Aid,Total Revenues,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,Ticket Sales
University of Cincinnati,201885,2014,Football Bowl Subdivision,American Athletic Conference,55433830,496974,890493,5789656,13707453,5994287,59100453,4855299,5239292,708424,7210699
University of Cincinnati,201885,2015,Football Bowl Subdivision,American Athletic Conference,51717370,578600,867878,5963989,13025403,6291628,52536185,5067441,4717273,395000,5670248
University of Cincinnati,201885,2016,Football Bowl Subdivision,American Athletic Conference,57977434,633362,911584,6855155,13207181,6875207,59062156,6569561,4662582,359414,7781571
University of Cincinnati,201885,2017,Football Bowl Subdivision,American Athletic Conference,62804292,513432,906024,6424694,12191506,9312553,60458195,6706715,4019074,357600,7420821
University of Cincinnati,201885,2018,Football Bowl Subdivision,American Athletic Conference,64755303,484195,856882,6574434,12434108,9910225,61778960,6449904,4509851,1261615,6447711
University of Colorado Boulder,126614,2005,Football Bowl Subdivision,Big 12 Conference,36614714,505112,561083,4431859,5696553,5551814,35851791,2995913,1325064,240000,10830764
University of Colorado Boulder,126614,2006,Football Bowl Subdivision,Big 12 Conference,45731542,567043,716823,4785188,6389261,6165776,46871796,2990688,8099789,395000,11516892
University of Colorado Boulder,126614,2007,Football Bowl Subdivision,Big 12 Conference,39703408,415980,925894,4255290,6527302,6144571,42354657,3250598,10609323,800400,11043754
University of Colorado Boulder,126614,2008,Football Bowl Subdivision,Big 12 Conference,48368255,370343,1007121,5934038,7632752,6351417,52631896,3504817,12674561,729008,14807635
University of Colorado Boulder,126614,2009,Football Bowl Subdivision,Big 12 Conference,48207321,575347,1105311,5139088,7602727,6452189,49859693,4134965,10278509,602000,14196471
University of Colorado Boulder,126614,2010,Football Bowl Subdivision,Big 12 Conference,48590915,515058,808053,5273222,7286606,6935990,49521517,4105031,11024787,455000,13438344
University of Colorado Boulder,126614,2011,Football Bowl Subdivision,Big 12 Conference,59186620,556358,885421,5585601,7708813,7393107,60923253,4863349,13537986,208000,13515287
University of Colorado Boulder,126614,2012,Football Bowl Subdivision,Pacific-12 Conference,54257246,757379,964221,6200113,9043892,8055731,57098868,5108050,12512545,1902000,13826171
University of Colorado Boulder,126614,2013,Football Bowl Subdivision,Pacific-12 Conference,66327497,739793,875863,6472260,10768136,8817918,58334345,4075552,12682260,260000,11978981
University of Colorado Boulder,126614,2014,Football Bowl Subdivision,Pacific-12 Conference,64303100,606991,900818,6201049,12605932,9492841,64226758,3996973,10500837,60000,12062260
University of Colorado Boulder,126614,2015,Football Bowl Subdivision,Pacific-12 Conference,65273311,775364,905458,7105001,12908964,9849482,67852236,4324997,10263256,273500,11552107
University of Colorado Boulder,126614,2016,Football Bowl Subdivision,Pacific-12 Conference,74733332,908665,936878,6953676,13537456,10553497,77276889,6846235,11018604,640000,12367082
University of Colorado Boulder,126614,2017,Football Bowl Subdivision,Pacific-12 Conference,90640627,1109796,986715,9807941,14283608,10889881,94226111,6416499,15973080,1450000,13815396
University of Colorado Boulder,126614,2018,Football Bowl Subdivision,Pacific-12 Conference,89826611,1151183,1144052,7757910,16919621,11486167,89581544,7281345,18372961,125000,14467860
University of Connecticut,129020,2005,Football Bowl Subdivision,Big East Conference,47359002,461128,753731,9024414,8952225,7696783,47195392,7184697,6212138,727500,15181912
University of Connecticut,129020,2006,Football Bowl Subdivision,Big East Conference,49912115,496808,875593,10349743,9507982,7702354,49926983,7230753,10082536,1216000,13334815
University of Connecticut,129020,2007,Football Bowl Subdivision,Big East Conference,52795923,929088,971372,11480989,9376643,8488837,52842927,7566669,12163581,842500,13437072
University of Connecticut,129020,2008,Football Bowl Subdivision,Big East Conference,55025374,594382,1002722,12021625,10484759,8810389,55218003,8243321,11747076,941500,11597292
University of Connecticut,129020,2009,Football Bowl Subdivision,Big East Conference,58355426,559606,987259,12366756,11699415,9275698,58446441,9720397,9299748,1111000,11315666
University of Connecticut,129020,2010,Football Bowl Subdivision,Big East Conference,58379090,547814,868900,11994563,12479566,9972360,58505719,11620594,5950265,1649539,11469043
University of Connecticut,129020,2011,Football Bowl Subdivision,Big East Conference,62993983,519812,820283,11749750,13834975,10369008,63089340,10145485,9586800,1354042,10628171
University of Connecticut,129020,2012,Football Bowl Subdivision,Big East Conference,63828620,523026,846910,11695174,15761843,10829905,63566909,10430565,10962862,1044500,11118137
University of Connecticut,129020,2013,Football Bowl Subdivision,Big East Conference,63420811,549344,780508,11148260,15168843,10893371,63336022,10500945,7202733,1062000,8889522
University of Connecticut,129020,2014,Football Bowl Subdivision,American Athletic Conference,71396255,715499,1040149,12566140,16197062,12430169,71519433,12599042,6278975,385000,10699311
University of Connecticut,129020,2015,Football Bowl Subdivision,American Athletic Conference,72062423,706442,1097131,12852802,16910898,12976850,72155789,13139270,6742838,430600,9925295
University of Connecticut,129020,2016,Football Bowl Subdivision,American Athletic Conference,79211704,765008,1018243,14794262,17787574,16079014,79229275,13159372,6166461,1155200,10362040
University of Connecticut,129020,2017,Football Bowl Subdivision,American Athletic Conference,83121820,873463,1401867,13186479,17071654,16406406,83374223,13902160,5666522,489667,9843615
University of Connecticut,129020,2018,Football Bowl Subdivision,American Athletic Conference,80905645,889826,1406823,12340469,17051587,16926761,79308421,14057628,2711053,1703000,9107068
University of Florida,134130,2005,Football Bowl Subdivision,Southeastern Conference,73868754,1266235,1094953,7612940,10283173,5599038,77742484,6711450,26896283,1022390,13312918
University of Florida,134130,2006,Football Bowl Subdivision,Southeastern Conference,78665774,1380638,1410024,8861040,11256008,5928738,82877813,7593282,29851397,712640,14827357
University of Florida,134130,2007,Football Bowl Subdivision,Southeastern Conference,92630682,1732250,1451379,11808033,15076626,6125784,108300504,11236071,36856723,667458,18541732
University of Florida,134130,2008,Football Bowl Subdivision,Southeastern Conference,98775583,1932323,1468044,10963452,14151263,6482515,106607895,10184021,42630821,283376,21122966
University of Florida,134130,2009,Football Bowl Subdivision,Southeastern Conference,102082778,1945728,1315213,11568692,17806022,7338282,96814239,10827330,40727882,866765,20922150
University of Florida,134130,2010,Football Bowl Subdivision,Southeastern Conference,105824376,2174975,1407174,12210686,19534097,8165347,117104407,7915283,39350660,207115,20856094
University of Florida,134130,2011,Football Bowl Subdivision,Southeastern Conference,107157831,2221949,1501899,11882423,21930256,9249150,123514257,8508091,41995792,731998,20894721
University of Florida,134130,2012,Football Bowl Subdivision,Southeastern Conference,105102198,2716170,1558111,12425735,18143005,9306748,120772106,8682600,46125987,574200,23580698
University of Florida,134130,2013,Football Bowl Subdivision,Southeastern Conference,106972983,2803810,1605440,13883127,18941718,9549625,130011244,9215447,48407105,899200,24643413
University of Florida,134130,2014,Football Bowl Subdivision,Southeastern Conference,109690016,2744811,1665248,12442246,20206975,9797595,124611305,9229339,42962368,720409,22976195
University of Florida,134130,2015,Football Bowl Subdivision,Southeastern Conference,125384443,2286070,1814656,15689429,25459537,11646108,147105242,11031221,58086263,857349,24298337
University of Florida,134130,2016,Football Bowl Subdivision,Southeastern Conference,136788493,1676573,1981823,16547237,19209322,13422089,141441109,10466825,43146263,220200,27713183
University of Florida,134130,2017,Football Bowl Subdivision,Southeastern Conference,141864472,2403646,2156211,17015551,23976641,13445076,149165475,8690511,45134633,1182700,24506525
University of Florida,134130,2018,Football Bowl Subdivision,Southeastern Conference,149144376,2241940,2329421,17131646,26133301,13746767,161183765,8379794,46015298,6530700,32234135
University of Georgia,139959,2005,Football Bowl Subdivision,Southeastern Conference,44933055,964615,1047819,9039537,8811215,5646445,68787384,4733360,28305817,1964210,13588120
University of Georgia,139959,2006,Football Bowl Subdivision,Southeastern Conference,62228597,1021726,1259830,12207515,11030249,5870616,79237929,6411660,30192007,2166223,15248356
University of Georgia,139959,2007,Football Bowl Subdivision,Southeastern Conference,64153697,1159973,1284012,9250930,11240407,6094520,78364621,7089628,27534646,1343426,17635325
University of Georgia,139959,2008,Football Bowl Subdivision,Southeastern Conference,71993533,1013392,1302076,11489812,12855948,6665226,85554395,8315014,30542918,1966874,18716327
University of Georgia,139959,2009,Football Bowl Subdivision,Southeastern Conference,78573518,1382023,1494973,10793373,14814924,7037503,83507796,9294268,28287421,1962831,18458141
University of Georgia,139959,2010,Football Bowl Subdivision,Southeastern Conference,77250831,1339994,1437299,10839576,12966882,8053637,89735934,7803986,27354228,2290836,19212414
University of Georgia,139959,2011,Football Bowl Subdivision,Southeastern Conference,80759498,1348330,1540743,11258143,14011184,8527242,92341067,8309666,28639938,825000,20747627
University of Georgia,139959,2012,Football Bowl Subdivision,Southeastern Conference,88923561,1896939,1609077,12374648,15206248,9388772,91670613,7915908,27840989,0,22798902
University of Georgia,139959,2013,Football Bowl Subdivision,Southeastern Conference,96904626,1588413,1540631,13044846,17415006,10788843,98120889,7510357,28654025,0,24412244
University of Georgia,139959,2014,Football Bowl Subdivision,Southeastern Conference,92560956,1841811,1725218,12992190,16847388,11046804,103495587,8560268,31866597,0,22472925
University of Georgia,139959,2015,Football Bowl Subdivision,Southeastern Conference,98346538,2686749,2373361,9927470,18644961,11327323,116151279,13025773,33888847,0,26078138
University of Georgia,139959,2016,Football Bowl Subdivision,Southeastern Conference,117400502,2605833,3507743,12926759,20883555,11855375,123841268,11182273,33301406,0,28024404
University of Georgia,139959,2017,Football Bowl Subdivision,Southeastern Conference,120445486,3209276,3440309,14963722,20199138,13187218,157852479,13307731,54804606,0,28728491
University of Georgia,139959,2018,Football Bowl Subdivision,Southeastern Conference,134965406,3482014,3990422,18319425,27258747,11953833,176699893,17036442,67772093,0,25965902
University of Hawaii at Manoa,141574,2005,Football Bowl Subdivision,Western Athletic Conference,22036611,277508,405315,3528568,4800571,3879694,19878946,2361818,2924527,44888,7330652
University of Hawaii at Manoa,141574,2006,Football Bowl Subdivision,Western Athletic Conference,28348930,325571,383337,3767037,4688261,4339317,29172055,2751903,4497577,350000,7441570
University of Hawaii at Manoa,141574,2007,Football Bowl Subdivision,Western Athletic Conference,30236183,242384,381061,3920408,5173172,4843640,30384508,2173921,3369002,919500,7921998
University of Hawaii at Manoa,141574,2008,Football Bowl Subdivision,Western Athletic Conference,35133798,319630,409754,5596868,5647822,5507609,37427263,2318554,5221950,215000,8553500
University of Hawaii at Manoa,141574,2009,Football Bowl Subdivision,Western Athletic Conference,35717190,260388,469825,5052390,6294434,5917087,33355712,3289250,4219635,832180,7190570
University of Hawaii at Manoa,141574,2010,Football Bowl Subdivision,Western Athletic Conference,34946092,267450,492070,4524345,6125254,6486674,36239991,3557261,7047767,516000,6908034
University of Hawaii at Manoa,141574,2011,Football Bowl Subdivision,Western Athletic Conference,36344952,294110,562480,4893932,6495077,6911764,36801458,3538374,4654773,852000,7426795
University of Hawaii at Manoa,141574,2012,Football Bowl Subdivision,Western Athletic Conference,40319775,335659,639329,4774049,6936824,7193480,37879740,4482433,5365961,605984,6709661
University of Hawaii at Manoa,141574,2013,Football Bowl Subdivision,Mountain West Conference,40357387,264007,659213,4532613,6549566,8140736,37017100,4070209,4646918,739790,5968496
University of Hawaii at Manoa,141574,2014,Football Bowl Subdivision,Mountain West Conference,43086528,486120,609763,4949524,6622842,8815750,40989898,4100634,4502013,824500,6261857
University of Hawaii at Manoa,141574,2015,Football Bowl Subdivision,Mountain West Conference,47061787,634256,552254,5442501,6693515,9560876,43116142,4306057,4592607,868500,6218056
University of Hawaii at Manoa,141574,2016,Football Bowl Subdivision,Mountain West Conference,47481543,596590,684856,5904494,7207796,10154940,44127115,3994948,4643609,2387000,5772514
University of Hawaii at Manoa,141574,2017,Football Bowl Subdivision,Mountain West Conference,48984980,755252,785005,5869068,7222443,10989358,47780885,3963470,4204892,2290425,5818333
